ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,CODE_PARENT,CODE_PARENT_DESC,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,IDENTIFIANTPLU,INTITULEPROTECTIONPLU,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,RAISONDEPLANTATION,REMARQUES,SOUS_CATEGORIE,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,TYPEIMPLANTATIONPLU,VARIETE,VIGUEUR,coord_x,coord_y,Default,Collet,Houppier,Racine,Tronc,y_prediction
5,2004,2015,-1.0,ESP7684,382,Bd Gallieni park n 01 à 09,60,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915644.1552099998,4224504.8897400005,0,0,0,0,0,0
5,2005,2015,2017.0,ESP29366,118,Bd J Pain Tram Lyautet Mairie,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1914748.91763,4224260.66995,0,0,0,0,0,0
6,2004,2015,2017.0,ESP10565,837,Av LBruyère de Peupliers Tram,50,82,1,6,,,3,1,1,0,0,Arbre de voirie,1,1,0,0,0,,0,0,1914625.17424,4222116.567290001,1,0,1,0,0,1
4,2004,2014,2014.0,ESP21240,368,Prc Pompidou abs aire de jeux ,60,1,1,1,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,0,0,1913748.13325,4223282.34385,1,0,1,1,0,1
3,2004,2013,2016.0,ESP2061,812,Cité Mistral R A Thomas boules,60,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,7,0,,0,0,1912376.45002,4222452.90378,0,0,0,0,0,0
5,2004,2015,2018.0,ESP10611,303,Sq Marcellin Berthelot,40,0,0,0,,,2,11,1,1,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,0,1914768.8286400002,4222403.54534,0,0,0,0,0,1
4,2004,2014,2014.0,ESP7231,166,R Gén Mangin Alliés Jacquart,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,11,0,,0,0,1913542.55758,4223041.33589,0,0,0,0,0,0
2,2004,2014,2014.0,ESP22311,781,Pl d'Apvril,20,49,1,7,,,1,11,1,0,1,Arbre d'espaces ouverts,1,1,0,7,1,,26,2,1914461.7886700002,4224319.20895,1,0,1,1,0,1
1,2004,2015,2015.0,ESP18441,267,Pl Doyen Gosse devant I U T,30,24,1,21,,,2,6,1,0,1,Arbre d'espaces ouverts,1,1,0,2,1,,11,1,1913444.70949,4224888.750080001,1,0,1,0,0,1
3,2004,2015,2018.0,ESP8242,86,Bd J Vallier voie tram impair,10,10,1,9,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,0,,0,0,1913181.4913599999,4223589.2564199995,0,0,0,0,0,0
2,2004,2014,-1.0,ESP18623,746,Jard Hoche Sud sport et jeux,10,6,2,4,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,2,2,1914293.77458,4224106.3926,0,0,0,0,0,0
5,2004,2013,-1.0,ESP7070,302,R L Jouhaux Cocat à Fernandat,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915735.11783,4222672.42431,0,0,0,0,0,0
6,2004,2015,2017.0,ESP12170,81,All Romantiques LBruyère Vigny,10,37,1,9,,,0,20,1,0,1,Arbre d'espaces ouverts,0,0,0,7,1,,0,0,1914216.78015,4222135.70536,0,0,0,0,0,0
4,2004,2013,-1.0,ESP23627,135,R Alliés Stalingrad  H Balzac,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914020.78993,4222719.00876,0,0,0,0,0,0
5,2004,2013,2015.0,ESP26019,546,R G Philippe n 12 à 28,40,8,1,7,,,1,11,1,1,1,Arbre d'espaces ouverts,1,1,0,10,0,,4,0,1914846.97438,4222442.964,0,0,0,0,0,0
1,2004,2015,2017.0,ESP5904,436,Parvis L Néel MINATEC Voirie,10,71,1,45,,,0,11,1,0,0,Arbre de voirie,1,1,0,7,1,,11,2,1912935.9979700001,4225225.80139,0,0,0,0,0,0
2,2004,2013,2014.0,ESP23079,317,Pl André Malraux,30,1,1,1,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,0,1914410.97772,4224187.006130001,0,0,0,0,0,0
6,2004,2013,2014.0,ESP15607,432,Av Reynoard Musset LBruyère,30,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,10,0,,0,0,1914483.5500900003,4221986.06832,0,0,0,0,0,0
4,2004,2015,2016.0,ESP3455,17,Sq L Blum ang Stalingrad ,20,7,1,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,2,10,0,,5,0,1913982.95787,4222419.95837,0,0,0,0,0,0
5,2004,2013,-1.0,ESP4260,302,R L Jouhaux Cocat à Fernandat,60,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915736.99374,4222681.229230001,0,0,0,0,0,0
4,2004,2014,2014.0,ESP1431,369,Av J Perrot ang Stat Ponsard,20,35,1,28,,,0,20,1,1,0,Arbre de voirie,1,1,0,12,0,,21,0,1915132.36519,4223162.3897400005,1,0,0,0,1,0
1,2011,2014,-1.0,ESP25727,119,Pl Gare park gare routière,0,8,1,7,,,0,20,1,1,0,Arbre de voirie,0,0,0,1,1,,4,0,1913221.0923900001,4225079.62612,0,0,0,0,0,0
2,2004,2015,2017.0,ESP17201,197,Bd Foch Tram G Rivet Marceau,10,16,1,15,,,1,11,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914191.7832099998,4223766.3101699995,1,0,0,0,1,1
2,2004,2014,2017.0,ESP6875,24,Jard Hoche P Fugain buttes,10,6,1,4,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,2,0,1914265.6487,4224082.17074,1,0,0,0,1,1
4,2004,2014,2014.0,ESP28397,417,R du Mont Aiguille,30,16,1,15,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1913765.08185,4221510.1994,0,0,0,0,0,1
3,2004,2014,2014.0,ESP15910,530,R Dunant ang B de Montferrat,30,72,1,48,,,0,20,1,0,0,Arbre de voirie,1,1,0,4,1,,33,0,1912932.81789,4222988.64765,0,0,0,0,0,0
6,2004,2015,2016.0,ESP26792,932,Av Europe 30 32 le Polynôme,30,9,1,8,,,1,20,1,1,1,Arbre d'espaces ouverts,1,1,0,7,1,,5,0,1914913.25154,4221359.46296,1,0,1,0,0,1
4,2004,2013,-1.0,ESP25323,143,R Stalingrad park clos d'or,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914124.51099,4222641.86446,0,0,0,0,0,0
5,2004,2014,2019.0,ESP19460,598,Cité Moyrand E Cartan le mail ,100,1,1,1,170.0,L 123-1.7,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,Alignement,0,0,1915588.90809,4223529.832669999,0,0,0,0,0,0
2,2004,2015,-1.0,ESP27063,138,Cimetière St Roch,30,33,1,26,,,0,11,1,0,2,Arbre d'enceintes fermées,1,1,0,1,0,,19,0,1915352.4349200001,4225321.78663,1,0,1,0,0,1
2,2004,2015,2025.0,ESP18740,175,Cimetière du Grand Sablon,20,12,1,11,,,1,20,1,0,2,Arbre d'enceintes fermées,1,1,0,7,0,,0,0,1915564.6365599998,4225184.7341599995,1,0,1,0,0,1
1,2004,2015,2015.0,ESP9266,295,Ec de mus Ampère ang Greffier,40,0,1,8,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,0,0,1912577.44467,4223683.02265,0,0,0,0,0,1
1,2004,2015,2015.0,ESP5438,1008,Ec Buffon n 01 R Cuvier,80,9,1,8,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,5,0,1912813.6460799999,4224213.6346,1,0,1,0,0,1
4,2004,2013,-1.0,ESP11615,19,R Marquian MIN,20,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,1,1,,0,0,1913558.2905299999,4222412.847630001,0,0,0,0,0,0
2,2004,2015,2016.0,ESP6858,190,Ec mat J Verne 15 R Hoche,20,0,1,8,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,0,0,1914302.0907400001,4224147.25505,0,0,0,0,0,0
5,2004,2013,-1.0,ESP28734,449,Allée Ch Pranard,30,0,1,8,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915402.09398,4222605.1035400005,0,0,0,0,0,0
2,2004,2015,2017.0,ESP22055,138,Cimetière St Roch,30,33,1,26,,,1,20,1,1,2,Arbre d'enceintes fermées,1,1,0,7,0,,19,0,1915336.0221,4225072.52673,1,0,1,0,0,1
4,2004,2013,2014.0,ESP14910,23,Av A Belgique Perrot Cornier,50,9,1,8,,,0,11,1,0,0,Arbre de voirie,1,1,0,5,1,,5,0,1914750.1389799998,4223837.7454699995,1,0,0,1,0,1
1,2004,2013,2016.0,ESP24331,900,Pl St Bruno abords de l'église,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1913264.0412299999,4224347.15169,0,0,0,0,0,0
5,2004,2015,2020.0,ESP15203,545,R Flandrin / Pont Carpin,10,12,1,11,,,1,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1915661.30585,4224444.57281,1,0,0,0,1,1
6,2004,2013,2016.0,ESP1756,670,Park P Gaspard,70,1,1,1,,,1,6,1,1,0,Arbre de voirie,1,1,0,0,0,,0,2,1914553.6028099998,4221905.48946,1,1,0,1,1,1
3,2004,2014,2015.0,ESP28982,666,Pc Savane stab aire de jeux,30,9,1,8,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,5,0,1912672.54484,4223111.36264,0,0,0,0,0,0
1,2004,2015,-1.0,ESP29852,491,R de la Frise,10,2,1,2,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1913176.3004299998,4224841.86008,0,0,0,0,0,0
3,2004,2013,-1.0,ESP26682,5,Pc Ch Elysés Ouest,30,7,1,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,1,0,,5,0,1912612.62796,4221882.299980001,1,0,1,0,0,0
3,2013,2013,2019.0,ESP13865,185,Crs Libération Ronsard Reynier,10,1,0,1,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,0,,0,0,1913111.94934,4221985.12462,0,0,0,0,0,0
5,2004,2013,2016.0,ESP10162,176,R G Lafourcade Terrain Blanc,60,9,1,8,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,6,0,,5,0,1915665.70178,4222528.02194,0,0,0,0,0,0
6,2004,2013,2016.0,ESP22420,-1,Av La Bruyère park 26 et 28,30,9,1,8,,,0,20,1,0,0,Arbre de voirie,1,1,0,6,0,,5,0,1915000.42175,4222172.22133,0,0,0,0,0,0
4,2004,2015,2020.0,ESP23043,246,R Gén Mangin Sq dev immeubles,30,13,1,7,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,10,0,,7,0,1913668.2062099997,4223460.95469,0,0,0,0,0,0
4,2004,2014,-1.0,ESP25578,682,R Arts de montagne face 9 à 13,40,48,0,6,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,25,0,1913570.7173400002,4223064.391530001,0,0,0,0,0,0
3,2009,2015,-1.0,ESP6136,305,Cité Paul Mistral R solidarité,10,65,1,40,,,0,20,1,0,0,Arbre de voirie,0,1,0,1,1,,31,0,1912525.47575,4222507.34359,1,0,0,0,1,0
5,2004,2015,-1.0,ESP20104,606,R M Riollet cité rouge,10,10,1,9,,,1,11,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,0,0,1916022.7943400003,4223428.6413900005,1,1,0,0,1,1
6,2004,2013,-1.0,ESP12817,71,Av Reynoard 3 Quartiers Musset,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914495.09811,4221792.1316599995,0,0,0,0,0,0
3,2004,2013,-1.0,ESP26177,195,Pc Ch Elysés Ouest du lac,50,8,1,7,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,4,0,1912717.1948,4221953.41155,0,0,0,0,0,0
3,2004,2014,-1.0,ESP9454,181,R A France CODASE ang Camine,30,13,1,7,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,7,0,1913133.75503,4222840.18993,0,0,0,0,0,0
1,2011,2013,2015.0,ESP29127,1050,R Rouvière vers fourrière,70,1,1,1,,,0,20,1,0,0,Arbre de voirie,0,1,0,6,1,,0,0,1913140.27348,4225846.7027900005,0,0,0,0,0,0
6,2004,2014,2014.0,ESP1742,408,R Esmonin  Reynoard à Pupin ,60,1,1,1,,,0,20,1,1,0,Arbre de voirie,1,1,0,11,0,,0,2,1914179.86615,4221335.68126,0,0,0,0,0,0
2,2004,2014,2017.0,ESP6055,544,Jard Hoche Sud couronne extér,20,40,1,8,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,2,0,,0,2,1914391.2802799998,4224126.86412,0,0,0,0,0,0
2,2004,2015,2016.0,ESP30153,751,Bd Esplan pair n 02 à 44,90,1,1,1,70.0,L 123-1.7,2,6,1,1,0,Arbre de voirie,1,1,0,2,0,Alignement,0,2,1913527.3820099998,4225293.57089,1,1,1,1,1,1
6,2004,2014,2014.0,ESP24506,36,Alpexpo park,20,24,1,21,,,0,20,1,1,0,Arbre de voirie,1,1,0,7,0,,11,0,1914801.77773,4220673.604280001,0,0,0,0,0,0
5,2004,2014,2016.0,ESP9188,497,Cité Moyrand R E Cartan,30,26,1,7,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,0,0,,13,0,1915687.1669700001,4223515.47039,1,0,0,0,1,1
1,2014,2014,2020.0,ESP32894,742,Crs Jaurès pair de PHD/ Lorr,10,28,0,1,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,15,0,1913674.5571400002,4224758.32074,0,0,0,0,0,0
1,2014,2014,2019.0,ESP33464,471,Av Martyrs Tram Nord Mandela,10,4,0,4,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,0,,0,0,1912740.39211,4225712.76699,0,0,0,0,0,0
4,2007,2014,-1.0,ESP7848,512,R Gay Lussac Berthelot Monge,30,12,1,11,,,0,20,1,0,0,Arbre de voirie,0,1,0,1,0,,0,0,1914731.18084,4223440.98298,0,0,0,0,0,0
6,2004,2015,-1.0,ESP15657,498,Ave La Bruyère pair,20,65,1,40,,,0,20,1,1,0,Arbre de voirie,1,0,0,1,1,,31,0,1914138.26963,4222102.43659,0,0,0,0,0,0
2,2004,2015,2018.0,ESP21985,138,Cimetière St Roch,20,2,1,2,,,1,6,1,1,2,Arbre d'enceintes fermées,1,1,0,7,0,,0,2,1915258.6929400002,4225193.93349,1,0,1,0,0,1
2,2004,2014,-1.0,ESP30613,559,Pl André Malraux bord du park,10,0,1,8,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1914435.69607,4224235.115780001,0,0,0,0,0,0
5,2005,2015,2017.0,ESP25580,118,Bd J Pain Tram Lyautet Mairie,20,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,0,,0,0,1914755.6145900001,4224249.0039800005,0,0,0,0,0,0
5,2004,2015,2017.0,ESP19860,208,R N Boileau et Mansard,50,1,1,1,,,1,11,1,0,0,Arbre de voirie,1,1,0,7,1,,0,2,1915263.81077,4222252.8537099995,1,0,1,0,0,1
5,2004,2015,2017.0,ESP18357,1101,R G Lafourcade park O jeux,70,1,1,1,,,1,6,1,1,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,0,1915605.48978,4222457.531219999,1,0,1,0,1,1
6,2009,2015,2017.0,ESP5735,330,Allée des Romantiques pair,10,37,1,9,,,0,20,1,0,0,Arbre de voirie,0,1,0,7,1,,0,0,1914208.3672099998,4222140.793319999,0,0,0,0,0,0
3,2004,2014,2014.0,ESP14497,62,R Hilaire de Chardonnet,30,0,1,0,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,0,0,1912593.2370099998,4221409.83538,0,0,0,0,0,0
3,2004,2015,2018.0,ESP7771,15,Bd Vallier R Danube Libé ,0,12,1,11,,,0,20,1,1,0,Arbre de voirie,1,0,0,9,1,,0,0,1912710.0775,4223552.48637,0,0,0,0,0,0
5,2004,2013,-1.0,ESP6311,434,Ave Teisseire impair,50,1,1,1,,,0,20,1,0,0,Arbre de voirie,1,1,0,1,0,,0,0,1915521.3356700002,4222480.8710900005,0,0,0,0,0,0
3,2004,2014,2014.0,ESP9127,605,Cité Abry R Gén Garibaldi,20,24,1,21,,,3,1,1,0,0,Arbre de voirie,1,1,0,2,1,,11,1,1913352.3887900002,4222354.65258,1,0,1,0,1,1
3,2004,2015,2020.0,ESP21824,14,R E Claires Rh Danube Césaire,20,11,1,10,,,0,20,1,0,0,Arbre de voirie,1,1,0,7,1,,6,0,1912641.86023,4222887.6436,1,0,0,0,1,1
1,2004,2015,2016.0,ESP26602,48,Ec N Chorier n 21 et 23,40,1,1,1,,,0,20,1,0,2,Arbre d'enceintes fermées,1,1,0,0,0,,0,0,1913339.1424,4224187.68662,1,0,1,0,0,1
5,2004,2015,2017.0,ESP19439,251,Av J O Valles Poterne sép,10,8,1,7,,,1,20,1,0,0,Arbre de voirie,1,1,0,4,1,,4,0,1916091.1560799999,4223220.337309999,1,0,1,0,0,1
5,2013,2013,2019.0,ESP33140,782,R Manteyer Kaunas à J Perrot,10,84,0,7,,,0,20,2,0,0,Arbre de voirie,0,0,0,0,1,,0,0,1915503.22575,4222827.39459,0,0,0,0,0,0
4,2014,2014,2019.0,ESP33561,16,Cargo park Est,10,138,0,7,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,50,0,1914975.8337,4222766.6925,0,0,0,0,0,0
2,2004,2015,2019.0,ESP11960,401,Bd Esplan Autoroute A 48 ,20,7,1,13,,,0,20,1,0,0,Arbre de voirie,1,1,3,7,1,,5,0,1913479.28095,4225172.865809999,0,0,0,0,0,0
3,2004,2014,2015.0,ESP7144,93,Pc Savane pelouses Nord,20,74,1,50,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,37,0,1912621.63525,4223181.02774,0,0,0,0,0,0
5,2004,2015,2017.0,ESP8203,1085,Biblio Abbaye les Bains,30,123,1,27,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,0,0,1915477.7366099998,4223563.58967,1,0,0,0,1,1
4,2004,2013,-1.0,ESP21398,273,R Léo Lagrange voie ferrée,30,3,1,3,,,0,11,1,0,0,Arbre de voirie,1,1,0,1,1,,0,0,1913924.56553,4223276.20087,0,0,0,0,0,1
5,2013,2013,2019.0,ESP31781,205,Bd Clémenceau J d'arc à Driant,10,61,0,25,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,29,0,1914989.65717,4223933.88251,0,0,0,0,0,0
1,2014,2014,2019.0,ESP33417,123,Av Martyrs Tram Sud Horowitz,10,50,0,25,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,0,,0,0,1912541.34895,4225895.1642,0,0,0,0,0,0
1,2004,2015,2016.0,ESP10693,854,R des Martyrs AVIPAR,60,7,2,6,,,3,1,1,1,1,Arbre d'espaces ouverts,2,2,0,0,0,,5,1,1912858.2727400002,4225652.47109,1,1,1,0,1,1
6,2004,2013,2015.0,ESP9601,648,R Pascal 17 à 31,10,20,1,7,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,10,0,,0,0,1914959.4368,4222305.42677,0,0,0,0,0,0
3,2009,2015,-1.0,ESP18944,878,Ave Rh Danube dev éc A France,10,16,1,15,,,0,20,1,0,0,Arbre de voirie,0,1,0,1,1,,0,0,1912592.72871,4222690.89021,0,0,0,0,0,0
3,2011,2013,-1.0,ESP11670,5,Pc Ch Elysés Ouest,60,19,1,18,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,0,0,1912679.85277,4221698.82333,0,0,0,0,0,1
2,2004,2014,2014.0,ESP12286,660,Pc 3 H St Ferjus ch de Ronde,100,9,1,8,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,5,2,1915081.92483,4225043.13791,1,0,1,0,0,1
3,2009,2013,-1.0,ESP7792,173,Sq Drevet ang Salengro Libé,10,104,0,9,,,0,20,1,0,1,Arbre d'espaces ouverts,0,0,0,1,0,,0,0,1913254.3761599998,4223050.36941,0,0,0,0,0,0
5,2004,2015,2020.0,ESP31127,122,Prc Echangeurs talus berges,10,11,0,10,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,0,7,0,,6,0,1915663.0728200001,4224608.18801,0,0,0,0,0,0
6,2004,2015,2017.0,ESP27444,81,All Romantiques LBruyère Vigny,10,37,1,9,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,1,,0,0,1914224.5685,4222156.66663,0,0,0,0,0,0
5,2004,2015,2017.0,ESP29727,303,Sq Marcellin Berthelot,20,11,0,10,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,10,0,,6,0,1914773.6467,4222480.374480001,0,0,0,0,0,1
2,2004,2015,2020.0,ESP7585,177,Pl J Moulin partie Nord Ouest,20,77,1,46,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,10,0,,0,0,1915041.6284,4224751.5344,1,0,1,0,1,1
4,2004,2013,-1.0,ESP5025,18,R Déportés ang Mallifaud park,40,5,1,5,,,0,11,1,0,0,Arbre de voirie,1,1,0,1,0,,1,0,1914385.9505200002,4223635.83554,0,0,0,0,0,0
5,2004,2013,2016.0,ESP21614,584,Garage central Malherbe Est,20,7,0,13,,,0,20,1,1,1,Arbre d'espaces ouverts,1,1,1,4,0,,5,2,1915011.31313,4222666.32395,0,0,0,0,0,0
2,2004,2015,2016.0,ESP18625,162,Jard Hoche cour des Bossus,10,48,0,9,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,7,0,,25,2,1914342.31722,4224187.61957,0,0,0,0,0,0
5,2004,2015,2017.0,ESP20576,574,Prc Ouagadougou stabilisé Sud,20,36,0,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,1,7,0,,5,0,1915591.92038,4222873.651930001,0,0,0,0,0,0
1,2004,2013,2018.0,ESP5941,102,R DrGreffier,30,49,1,7,,,0,11,1,0,0,Arbre de voirie,1,1,0,7,0,,26,2,1912554.1003700001,4223733.69202,0,0,0,0,0,0
5,2004,2014,2015.0,ESP10203,53,Cité Léon Jouhaux,70,7,1,6,,,1,11,1,0,1,Arbre d'espaces ouverts,1,1,0,12,0,,3,2,1915429.49019,4223186.8568400005,1,1,0,1,0,1
6,2004,2015,2017.0,ESP22965,82,Prc La Bruyère NORD mail centr,50,7,0,6,,,1,11,1,1,1,Arbre d'espaces ouverts,1,1,0,0,0,,5,0,1914854.5091900001,4222350.57755,0,0,0,0,0,1
3,2004,2013,-1.0,ESP26337,5,Pc Ch Elysés Ouest,50,74,1,50,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,37,0,1912613.0117799998,4221912.59777,1,1,1,0,1,1
4,2004,2015,-1.0,ESP21485,126,Ch Gordes pourtour gym Munch,20,36,1,13,,,1,1,1,1,1,Arbre d'espaces ouverts,1,0,1,1,0,,5,1,1915014.58568,4222881.4299,1,0,0,0,1,1
3,2004,2014,2019.0,ESP19622,482,Pc Savane entrée Ronserail Sud,20,11,1,10,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,6,0,1912679.55773,4223083.942969999,0,0,0,0,0,0
5,2004,2015,2020.0,ESP9169,788,Pl Salvatore Allende,10,34,1,27,,,0,20,1,1,0,Arbre de voirie,1,1,0,9,1,,20,0,1915341.7896900002,4222683.25012,1,0,1,0,0,0
4,2004,2014,-1.0,ESP12534,232,Av Berthelot lycée Guynemer,10,104,1,9,,,0,20,1,1,0,Arbre de voirie,1,1,0,1,1,,0,0,1914712.3242900001,4222482.75581,0,0,0,0,0,0
6,2004,2015,-1.0,ESP4614,380,All Deux Mondes aire de jeux,20,3,1,3,,,0,20,1,0,1,Arbre d'espaces ouverts,1,0,0,1,0,,0,0,1914360.2159,4221962.05321,0,0,0,0,0,0
5,2004,2013,-1.0,ESP22755,-1,R L Jouhaux Pltte déchetterie,30,1,1,1,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,1,,0,0,1915748.9141099998,4223068.857530001,0,0,0,0,0,0
5,2004,2015,-1.0,ESP13567,943,R M Bourette,40,8,1,7,,,1,11,1,0,2,Arbre d'enceintes fermées,1,1,0,1,0,,4,2,1915735.51979,4222898.995130001,1,0,1,0,0,1
1,2005,2015,2018.0,ESP12462,13,Bd J Vallier voie tram pair,20,16,1,15,,,0,20,1,0,0,Arbre de voirie,0,0,0,7,0,,0,0,1912830.53034,4223575.80167,0,0,0,0,0,0
3,2004,2014,2015.0,ESP20874,43,Pc Savane le long Rh Danube,30,26,1,7,,,0,11,1,1,1,Arbre d'espaces ouverts,1,1,0,4,0,,13,0,1912597.89045,4223117.493530001,0,0,0,0,0,0
1,2005,2015,2018.0,ESP1837,594,Bd J Vallier Termier à Irvoy,0,10,1,9,,,0,20,1,0,0,Arbre de voirie,1,0,0,7,1,,0,0,1913269.8474400002,4223616.0488599995,1,0,1,0,0,0
2,2004,2014,2017.0,ESP21804,839,Jard Plantes butte musée,50,5,1,5,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,1,0,1914959.79752,4224537.0483,0,0,0,0,0,0
4,2004,2014,2016.0,ESP29425,368,Prc Pompidou abs aire de jeux ,20,7,1,13,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,1,4,0,,5,2,1913713.30694,4223326.13979,1,0,0,0,1,1
3,2004,2013,-1.0,ESP29450,96,Pc Ch Elysés Maison l'enfance,70,13,1,7,,,0,20,1,0,1,Arbre d'espaces ouverts,1,1,0,1,0,,7,0,1912793.4703400002,4221733.87481,0,0,0,0,0,0
3,2004,2013,2012.0,ESP22400,63,Stade Bachelard,40,8,1,7,,,1,20,1,0,1,Arbre d'espaces ouverts,1,1,0,0,0,,4,0,1912467.38112,4222164.7206,1,1,1,0,1,1
6,2004,2015,2016.0,ESP25309,329,Sq du Pas de l'aiguille,40,13,0,7,,,2,11,1,0,1,Arbre d'espaces ouverts,1,1,0,4,0,,7,2,1914306.0261900001,4221385.04552,1,0,1,0,1,1
5,2004,2015,2017.0,ESP4592,303,Sq Marcellin Berthelot,10,0,0,0,,,1,11,1,1,1,Arbre d'espaces ouverts,1,1,0,10,0,,0,0,1914767.83323,4222478.0664,1,0,1,0,1,1
5,2004,2015,2017.0,ESP19328,277,R R Descartes,50,1,1,1,,,2,6,1,1,0,Arbre de voirie,1,1,0,2,1,,0,1,1915302.16936,4222137.50805,1,0,1,1,0,1
6,2008,2014,2014.0,ESP26739,182,Av Europe Doderot a Reynoard,30,7,0,13,,,0,20,1,0,1,Arbre d'espaces ouverts,0,1,2,0,1,,5,0,1914658.5136099998,4221343.13074,0,0,0,0,0,0
4,2004,2014,2014.0,ESP19642,200,Av Champon Diabl bleus Bougaut,40,9,1,8,,,0,20,1,1,0,Arbre de voirie,1,1,0,5,1,,5,0,1914647.59338,4223869.83467,0,0,0,0,0,0
2,2014,2014,2020.0,ESP32922,57,Crs Jaurès impair de PHD/ Lorr,10,90,0,-1,,,0,20,1,0,0,Arbre de voirie,0,0,0,0,1,,0,0,1913691.09709,4224713.99524,0,0,0,0,0,0
