ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
5;2004;2013;N/A;ESP28734;ESP994;Allée Ch Pranard;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP22055;ESP495;Cimetière St Roch;30 à 40 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;2014;ESP14910;ESP876;Av A Belgique Perrot Cornier;50 à 60 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille rideau;oui;N/A;N/A;vigoureux
1;2004;2013;2016;ESP24331;ESP934;Pl St Bruno abords de l'église;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;2020;ESP15203;ESP1351;R Flandrin / Pont Carpin;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
6;2004;2013;2016;ESP1756;ESP464;Park P Gaspard;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;Surveiller l'évolution de la blessure;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
3;2004;2014;2015;ESP28982;ESP874;Pc Savane stab aire de jeux;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
1;2004;2015;N/A;ESP29852;ESP1140;R de la Frise;10 à 20 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP26682;ESP872;Pc Ch Elysés Ouest;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;Austriaca;vigoureux
3;2013;2013;2019;ESP13865;ESP983;Crs Libération Ronsard Reynier;10 à 20 cm;acerifolia;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2013;2016;ESP10162;ESP778;R G Lafourcade Terrain Blanc;60 à 70 cm;N/A;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Arbre derrière une grille, la propriété est à vérifier;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
6;2004;2013;2016;ESP22420;ESP555;Av La Bruyère park 26 et 28;30 à 40 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
4;2004;2015;2020;ESP23043;ESP1336;R Gén Mangin Sq dev immeubles;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Plaie longitudinale sur le tronc : bien refermée - Erreur essence;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP25578;ESP1047;R Arts de montagne face 9 à 13;40 à 50 cm;alba;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2009;2015;N/A;ESP6136;ESP369;Cité Paul Mistral R solidarité;10 à 20 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;oui;N/A;Chanticleer;vigoureux
5;2004;2015;N/A;ESP20104;ESP625;R M Riollet cité rouge;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2013;N/A;ESP12817;ESP1418;Av Reynoard 3 Quartiers Musset;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP26177;ESP724;Pc Ch Elysés Ouest du lac;50 à 60 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2014;N/A;ESP9454;ESP688;R A France CODASE ang Camine;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2011;2013;2015;ESP29127;ESP486;R Rouvière vers fourrière;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille d'éclaircie;oui;N/A;N/A;vigoureux
6;2004;2014;2014;ESP1742;ESP707;R Esmonin  Reynoard à Pupin ;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Bris de branches;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;2017;ESP6055;ESP972;Jard Hoche Sud couronne extér;20 à 30 cm;platyphyllos;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Déformation du revêtement;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;2016;ESP30153;ESP809;Bd Esplan pair n 02 à 44;90 à 100 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;têtes de chat à entretenir;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;Alignement;N/A;vigueur intermédiaire
6;2004;2014;2014;ESP24506;ESP1125;Alpexpo park;20 à 30 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Cépée 4 tiges;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2014;2016;ESP9188;ESP619;Cité Moyrand R E Cartan;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Choc sur tronc de nature indéterminée, Surveillance physiologique et mécanique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Wierii;vigoureux
1;2014;2014;2020;ESP32894;ESP32839;Crs Jaurès pair de PHD/ Lorr;10 à 20 cm;platanor;passages fréquents ou arrêts;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;Vallis clausa;vigoureux
1;2014;2014;2019;ESP33464;ESP33629;Av Martyrs Tram Nord Mandela;10 à 20 cm;americana;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
4;2007;2014;N/A;ESP7848;ESP1369;R Gay Lussac Berthelot Monge;30 à 40 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2015;N/A;ESP15657;ESP215;Ave La Bruyère pair;20 à 30 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;oui;N/A;Chanticleer;vigoureux
2;2004;2015;2018;ESP21985;ESP495;Cimetière St Roch;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;Houppier un peu clair;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;N/A;ESP30613;ESP348;Pl André Malraux bord du park;10 à 20 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2005;2015;2017;ESP25580;ESP377;Bd J Pain Tram Lyautet Mairie;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP19860;ESP1342;R N Boileau et Mansard;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
5;2004;2015;2017;ESP18357;ESP476;R G Lafourcade park O jeux;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;Tronc probablement  brûlé;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2009;2015;2017;ESP5735;ESP915;Allée des Romantiques pair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2014;2014;ESP14497;ESP836;R Hilaire de Chardonnet;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2015;2018;ESP7771;ESP57;Bd Vallier R Danube Libé ;0 à 10 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
5;2004;2013;N/A;ESP6311;ESP861;Ave Teisseire impair;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2014;2014;ESP9127;ESP307;Cité Abry R Gén Garibaldi;20 à 30 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;N/A;N/A;vieillissement dépérissement
3;2004;2015;2020;ESP21824;ESP372;R E Claires Rh Danube Césaire;20 à 30 cm;N/A;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;Pyramidalis;vigoureux
1;2004;2015;2016;ESP26602;ESP490;Ec N Chorier n 21 et 23;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP19439;ESP1339;Av J O Valles Poterne sép;10 à 20 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigoureux
5;2013;2013;2019;ESP33140;ESP33117;R Manteyer Kaunas à J Perrot;10 à 20 cm;monspessulanum;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
4;2014;2014;2019;ESP33561;ESP637;Cargo park Est;10 à 20 cm;freemani;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;Celsan;vigoureux
2;2004;2015;2019;ESP11960;ESP346;Bd Esplan Autoroute A 48 ;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;Taille formation et mise au gabarit;oui;N/A;Austriaca;vigoureux
3;2004;2014;2015;ESP7144;ESP662;Pc Savane pelouses Nord;20 à 30 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Casse de branches d'origine climatique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP8203;ESP1010;Biblio Abbaye les Bains;30 à 40 cm;lusitanica;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP21398;ESP416;R Léo Lagrange voie ferrée;30 à 40 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2013;2013;2019;ESP31781;ESP607;Bd Clémenceau J d'arc à Driant;10 à 20 cm;castaneifolia;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
1;2014;2014;2019;ESP33417;ESP33630;Av Martyrs Tram Sud Horowitz;10 à 20 cm;cerris;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
1;2004;2015;2016;ESP10693;ESP272;R des Martyrs AVIPAR;60 à 70 cm;N/A;quelques passages;Populus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;dépérissant;ESP174;Arbre d'espaces ouverts;Arbre vieillissant;Arbre vieillissant;N/A;Controle;non;N/A;N/A;vieillissement dépérissement
6;2004;2013;2015;ESP9601;ESP536;R Pascal 17 à 31;10 à 20 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
3;2009;2015;N/A;ESP18944;ESP980;Ave Rh Danube dev éc A France;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
3;2011;2013;N/A;ESP11670;ESP872;Pc Ch Elysés Ouest;60 à 70 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2;2004;2014;2014;ESP12286;ESP110;Pc 3 H St Ferjus ch de Ronde;100 à 110 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
3;2009;2013;N/A;ESP7792;ESP178;Sq Drevet ang Salengro Libé;10 à 20 cm;papyrifera;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;2020;ESP31127;ESP53;Prc Echangeurs talus berges;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP27444;ESP455;All Romantiques LBruyère Vigny;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;2017;ESP29727;ESP914;Sq Marcellin Berthelot;20 à 30 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
2;2004;2015;2020;ESP7585;ESP304;Pl J Moulin partie Nord Ouest;20 à 30 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP5025;ESP127;R Déportés ang Mallifaud park;40 à 50 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2013;2016;ESP21614;ESP772;Garage central Malherbe Est;20 à 30 cm;N/A;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Surveiller le desséchement des aiguilles;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
2;2004;2015;2016;ESP18625;ESP356;Jard Hoche cour des Bossus;10 à 20 cm;alba;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5;2004;2015;2017;ESP20576;ESP1127;Prc Ouagadougou stabilisé Sud;20 à 30 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;Haute;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2013;2018;ESP5941;ESP1288;R DrGreffier;30 à 40 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5;2004;2014;2015;ESP10203;ESP703;Cité Léon Jouhaux;70 à 80 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;Italica;vigueur intermédiaire
6;2004;2015;2017;ESP22965;ESP432;Prc La Bruyère NORD mail centr;50 à 60 cm;nigra;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;penché;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP26337;ESP872;Pc Ch Elysés Ouest;50 à 60 cm;sylvatica;passages fréquents et arrêts fréquents;Fagus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;Purpurea;vigoureux
4;2004;2015;N/A;ESP21485;ESP1097;Ch Gordes pourtour gym Munch;20 à 30 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;de 1 à 5 ans;N/A;Erreur espèce - Dominé;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;Haute;N/A;non;N/A;Austriaca;vieillissement dépérissement
3;2004;2014;2019;ESP19622;ESP404;Pc Savane entrée Ronserail Sud;20 à 30 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Préserver les racines lors des tontes, Table de pique-nique à proximité.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5;2004;2015;2020;ESP9169;ESP1056;Pl Salvatore Allende;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Corset métallique;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
4;2004;2014;N/A;ESP12534;ESP1017;Av Berthelot lycée Guynemer;10 à 20 cm;papyrifera;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Cépée 2 tiges;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
6;2004;2015;N/A;ESP4614;ESP248;All Deux Mondes aire de jeux;20 à 30 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2013;N/A;ESP22755;ESP643;R L Jouhaux Pltte déchetterie;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP13567;ESP1427;R M Bourette;40 à 50 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
1;2005;2015;2018;ESP12462;ESP1287;Bd J Vallier voie tram pair;20 à 30 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
3;2004;2014;2015;ESP20874;ESP1076;Pc Savane le long Rh Danube;30 à 40 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Casse de branches d'origine climatique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
