ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
3;2004;2013;N/A;ESP9118;ESP597;Crs Libération France Ronsard;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2004;2014;2014;ESP24345;ESP8;Park l durée r E Gueymard;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP5999;ESP809;Bd Esplan pair n 02 à 44;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Têtes de chat à entretenir - Réduire le houppier - Abattage préconisé sous réserve de contrôle au résistographe préalable;ESP151;Arbre de voirie;Arbre vieillissant;Arbre vieillissant;N/A;Controle;oui;Alignement;N/A;vieillissement dépérissement
2;2004;2015;2017;ESP2605;ESP495;Cimetière St Roch;40 à 50 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
3;2009;2013;N/A;ESP13816;ESP1042;Cité Mistral R A Thomas park;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2;2009;2015;2017;ESP26371;ESP495;Cimetière St Roch;10 à 20 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2014;N/A;ESP18553;ESP359;R A de Chissé;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Taillé (têtes de chat);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Italica;vigueur intermédiaire
3;2004;2013;N/A;ESP15029;ESP597;Crs Libération France Ronsard;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2;2005;2014;N/A;ESP10303;ESP1036;Bd J Pain Vallier Dauphins;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5;2004;2015;2015;ESP28775;ESP55;Av Malherbe Pascal à J Perrot;50 à 60 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
4;2004;2014;2014;ESP26162;ESP417;Prc Pompidou centre sportif;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Lierre important à contenir, Diagnostic difficile;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
4;2004;2015;2017;ESP6342;ESP655;Sq Foch ang Mangin;20 à 30 cm;baccata;passages fréquents ou arrêts;Taxus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2015;2018;ESP25739;ESP266;R Scierie ang Qu Graille;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
4;2004;2014;2015;ESP31032;ESP878;Parc Soulage;20 à 30 cm;tricotonum;passages fréquents et arrêts fréquents;Clerodendron;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Chocs récurrants sur le tronc, Casse de branches d'origine climatique, Bois mort en suspension, AP : protection du tronc.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigueur intermédiaire
6;2011;2015;2017;ESP25091;ESP455;All Romantiques LBruyère Vigny;0 à 10 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
3;2004;2013;N/A;ESP12644;ESP724;Pc Ch Elysés Ouest du lac;50 à 60 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2014;2014;2019;ESP31772;ESP25;FPA des Alpins R Stalingrad;10 à 20 cm;japonica;passages fréquents ou arrêts;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
5;2004;2015;2017;ESP29942;ESP53;Prc Echangeurs talus berges;30 à 40 cm;N/A;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;Taille de bois mort;non;N/A;N/A;vigoureux
1;2004;2013;N/A;ESP20772;ESP194;Terminus Tram Esclangon;10 à 20 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
2;2004;2014;N/A;ESP13713;ESP364;Jard Plantes dans la rocaille;30 à 40 cm;aquifolium;passages fréquents et arrêts fréquents;Ilex;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Supprimer les rejets au pied;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
1;2004;2015;N/A;ESP8721;ESP788;R Colonel Veyron Lacroix;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2004;2015;2016;ESP2550;ESP1284;Ec pr Berriat R A Grégoire;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
2;2004;2015;2016;ESP15510;ESP831;Stade Salvator Alliende;40 à 50 cm;N/A;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2014;2015;ESP19926;ESP726;Pc Savane local pétanque;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux, déchirures climatique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
1;2004;2015;2018;ESP5426;ESP326;Coulée verte Esclangon;20 à 30 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP18095;ESP995;Prc Echangeurs Bastion St Roch;40 à 50 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2015;2016;ESP23869;ESP1410;Espace Chantal Mauduit;60 à 70 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
2;2004;2014;2014;ESP22062;ESP1293;R Thiers pair Condorcet Test;20 à 30 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Wieri;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;Wierii;vigoureux
1;2004;2015;N/A;ESP26596;ESP945;Minoterie Armand r R Thomas;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2015;2016;ESP19277;ESP839;Cité Mistral stab Sud 74;10 à 20 cm;japonicum;passages fréquents et arrêts fréquents;ligustrum;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Abattage;non;N/A;N/A;vieillissement dépérissement
5;2004;2015;N/A;ESP26566;ESP1175;R Manteyer n 37 à 41;0 à 10 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP5962;ESP495;Cimetière St Roch;30 à 40 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée de plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
2;2004;2014;2017;ESP13662;ESP357;Jard Hoche cour des Mômes;30 à 40 cm;carnea;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
3;2004;2014;2014;ESP25564;ESP838;Cité Abry sur pelouses;50 à 60 cm;arizonica;passages fréquents et arrêts fréquents;Cupressus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vieillissement dépérissement
4;2004;2014;N/A;ESP19401;ESP1020;R DrBordier impair;20 à 30 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. Rubrum;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Rubrum;vigoureux
2;2014;2014;2020;ESP32954;ESP196;Jaurés impair Vallier Berriat;10 à 20 cm;controversa;passages fréquents ou arrêts;Cornus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
6;2004;2013;2016;ESP29061;ESP432;Prc La Bruyère NORD mail centr;20 à 30 cm;tomentosa;quelques passages;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
5;2004;2014;2014;ESP20811;ESP910;Pl Ch Dullin partie centrale;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;Austriaca;vigueur intermédiaire
3;2004;2014;2015;ESP28389;ESP899;Ec Mistral ave Rhin et Danube;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
1;2004;2014;2014;ESP29825;ESP1179;R Jules Horowitz;70 à 80 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Basse;Controle;oui;N/A;N/A;vigueur intermédiaire
2;2004;2013;2014;ESP14999;ESP18;Sq Mutualité ang Chanrion;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
2;2004;2014;2014;ESP23139;ESP1038;Jard Plantes centre;20 à 30 cm;sempervirens;passages fréquents et arrêts fréquents;Buxus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Mulch, Modification d'environnement, Surveillance physiologique.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
3;2004;2013;2016;ESP29185;ESP1043;R A France Barral Renavent;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP27174;ESP1086;R Gén Mangin 39-41;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;N/A;vigoureux
3;2009;2013;N/A;ESP9463;ESP872;Pc Ch Elysés Ouest;10 à 20 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre à abattre dans les 5 ans;plus de 20 ans;N/A;phellin;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2015;2018;ESP20267;ESP720;Prc Echangeurs Valmy Gallieni;40 à 50 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;envahie de lierre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
1;2005;2014;N/A;ESP4780;ESP268;R Vercors Morel à Alambert;10 à 20 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2015;2020;ESP23358;ESP209;Bd Joffre Rivet à Pasteur;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
1;2005;2014;2014;ESP24893;ESP12;Cité F Gauthier pel de l'arche;10 à 20 cm;siliquastrum;passages fréquents et arrêts fréquents;Cercis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP25493;ESP754;Crique sud Pltte mais médicale;20 à 30 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2015;2020;ESP12443;ESP944;Sq R Genin et Park D Rochereau;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Controle;non;N/A;Austriaca;vigoureux
2;2004;2014;2016;ESP28643;ESP1310;Jard Hoche Ouest stabilisé arb;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Lierre à maîtriser, Possibilité d'abattage de gestion en faveur d'une régénération naturelle des plantations.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
3;2004;2014;2016;ESP7145;ESP662;Pc Savane pelouses Nord;20 à 30 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Arbre fortement réduit, Blessures sur charpentière avec décollement d'écorce, Contrôler la cicatrisation des charpentières, Accompagnement vers un port semi-libre.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;Wierii;vigoureux
6;2004;2014;2014;ESP23544;ESP160;R M Dodero SOGEA;0 à 10 cm;platanoides;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre à abattre dans les 5 ans;N/A;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
4;2004;2014;2014;ESP21745;ESP669;R de l'Obiou impair;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP23042;ESP995;Prc Echangeurs Bastion St Roch;10 à 20 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP11246;ESP736;R Alliés Stalingrad  H Balzac;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Plaies;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
3;2004;2013;2016;ESP13721;ESP597;Crs Libération France Ronsard;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5;2004;2013;N/A;ESP20115;ESP646;Cité Moyrand R Dupleix pair;0 à 10 cm;floribunda;passages fréquents et arrêts fréquents;Malus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2015;2017;ESP12181;ESP777;R Village pel contre immeubles;70 à 80 cm;simonii;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
1;2004;2015;N/A;ESP18432;ESP326;Coulée verte Esclangon;10 à 20 cm;biloba;passages fréquents et arrêts fréquents;Ginkgo;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
6;2005;2015;N/A;ESP12190;ESP921;Jard des Poêtes;10 à 20 cm;saccharinum;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre à dévitaliser;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
4;2004;2015;2018;ESP6326;ESP398;Cite George Sand;30 à 40 cm;nigra;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;lierre à couper;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Controle;non;N/A;Austriaca;vigoureux
3;2004;2013;N/A;ESP2072;ESP1330;Crs Libé Verlaine Bauvert;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5;2004;2013;2016;ESP29911;ESP721;R Turgot Le Nôtre à Lemaitre;50 à 60 cm;platanoides;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Taille des rejets;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;oui;N/A;N/A;vigoureux
4;2004;2013;N/A;ESP14408;ESP514;Cargo Est allée entre bâtiment;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
3;2004;2015;2016;ESP13017;ESP245;Ec prim libération n 203;30 à 40 cm;pavia;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
3;2004;2014;N/A;ESP13906;ESP1332;Le Rondeau coté pair;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
1;2005;2015;2018;ESP28053;ESP1287;Bd J Vallier voie tram pair;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
1;2004;2013;2018;ESP14024;ESP1288;R DrGreffier;10 à 20 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
6;2004;2014;2014;ESP22436;ESP1125;Alpexpo park;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;var. 'Austriaca';ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;Austriaca;vigoureux
5;2004;2014;2014;ESP11812;ESP720;Prc Echangeurs Valmy Gallieni;40 à 50 cm;N/A;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
4;2004;2013;2014;ESP31012;ESP665;Av A Belgique Durand Rivet;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille rideau;non;N/A;N/A;vigoureux
5;2004;2015;N/A;ESP28796;ESP995;Prc Echangeurs Bastion St Roch;20 à 30 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
6;2004;2013;2015;ESP9648;ESP545;R Pupin des Ecrins au tunnel;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Protection à mettre en place;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigoureux
2;2004;2015;2017;ESP4821;ESP495;Cimetière St Roch;10 à 20 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;Chanticleer;vigoureux
4;2004;2015;2018;ESP22360;ESP1239;R E Zola ang Berthelot foyer;50 à 60 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
